total_area,rooms,floors_total,living_area,floor,studio,open_plan,kitchen_area,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,ponds_around3000,log_price
56.0,2,5.0,,3,,,,Санкт-Петербург,21434.0,5649.0,1.0,3.0,15.554220981849422
95.5,3,9.0,50.1,6,,,17.4,Санкт-Петербург,23604.0,5294.0,0.0,1.0,16.168563644879107
60.2,2,15.0,36.8,5,,,13.11,Шлиссельбург,,,,,15.053885078862573
67.4,2,23.0,37.6,4,,,12.0,Санкт-Петербург,,13355.0,1.0,0.0,16.066802461833923
111.0,6,3.0,84.5,3,,,10.2,Санкт-Петербург,21984.0,1902.0,2.0,1.0,16.02378508137718
65.0,3,14.0,41.7,8,,,8.0,Санкт-Петербург,33446.0,11459.0,1.0,1.0,15.76142084987672
30.0,1,9.0,16.0,2,,,,Санкт-Петербург,17458.0,17640.0,1.0,0.0,14.790070575320824
35.7,1,3.0,16.0,2,,,9.0,деревня Парицы,,,,,14.557448378884015
66.8,3,12.0,42.0,5,,,9.0,Санкт-Петербург,43440.0,9294.0,0.0,0.0,15.76142084987672
44.0,2,2.0,26.0,1,,,8.0,деревня Вартемяги,,,,,14.751604309291395
60.7,2,24.0,32.0,17,,,11.9,Санкт-Петербург,22212.0,17399.0,0.0,1.0,15.304696514465022
37.1,1,14.0,21.0,9,,,8.0,Санкт-Петербург,39922.0,12825.0,0.0,0.0,15.024471202308668
87.0,3,5.0,56.2,3,,,11.4,Санкт-Петербург,21929.0,1248.0,1.0,3.0,15.925723879522977
62.1,3,9.0,40.0,8,,,10.0,Санкт-Петербург,12998.0,15589.0,0.0,1.0,15.520258832020865
37.0,1,21.0,14.0,7,,,9.0,Санкт-Петербург,51340.0,15363.0,0.0,1.0,15.422946668128484
47.65,1,25.0,22.15,19,,,12.4,Санкт-Петербург,17467.0,12318.0,0.0,0.0,15.59046307836746
165.2,3,19.0,59.8,19,,,13.4,Санкт-Петербург,18971.0,4563.0,0.0,1.0,16.852935438945096
72.0,3,6.0,34.5,6,,,23.5,Пушкин,18557.0,30710.0,0.0,1.0,15.86963441986494
85.5,3,7.0,,4,,,,Санкт-Петербург,39945.0,15228.0,0.0,1.0,16.11308320963728
136.0,3,4.0,,2,,,,Санкт-Петербург,22788.0,2329.0,0.0,0.0,16.41820031748273
145.9,3,20.0,83.8,13,,,20.8,Санкт-Петербург,26402.0,5249.0,0.0,2.0,17.804494623047066
62.1,3,9.0,39.6,9,,,9.5,Санкт-Петербург,28664.0,10984.0,1.0,0.0,15.49260730578806
42.0,4,5.0,,2,,,,деревня Колтуши,,,,,14.669926311652166
52.0,1,14.0,28.0,6,,,14.0,посёлок Мурино,,,,,14.88022163978423
36.39,1,17.0,16.0,5,,,8.63,Санкт-Петербург,43254.0,12012.0,0.0,0.0,15.07539127791641
40.0,1,18.0,18.5,9,,,11.5,деревня Кудрово,,,,,15.18922639004183
50.0,2,10.0,30.0,9,,,9.0,посёлок Тельмана,,,,,15.201805169084134
39.0,1,16.0,21.0,7,,,8.7,Санкт-Петербург,33457.0,14480.0,0.0,1.0,15.330638010707329
40.5,1,10.0,20.0,2,,,11.5,Санкт-Петербург,32690.0,12283.0,0.0,0.0,15.319588176962746
43.0,2,9.0,27.0,1,,,7.0,Санкт-Петербург,17942.0,14060.0,0.0,0.0,15.238619133170708
49.3,4,5.0,37.3,4,,,5.3,Санкт-Петербург,13040.0,12819.0,0.0,1.0,15.250595321348806
44.62,2,5.0,31.3,1,,,5.49,Санкт-Петербург,22666.0,17233.0,0.0,1.0,14.978661680269907
63.0,3,2.0,45.0,2,,,8.0,посёлок Пудость,,,,,14.403297778421795
107.0,3,25.0,54.0,12,,,29.0,Санкт-Петербург,37948.0,14769.0,0.0,0.0,16.20885010555098
53.0,2,10.0,29.0,1,,,9.4,Санкт-Петербург,29889.0,13914.0,0.0,0.0,15.573368647930426
49.0,2,5.0,29.0,3,,,8.5,Зеленогорск,71529.0,52628.0,3.0,2.0,15.520258832020865
46.0,2,9.0,30.0,5,,,7.0,Тосно,,,,,14.88022163978423
29.0,1,9.0,,9,,,,Санкт-Петербург,35963.0,10391.0,0.0,1.0,15.039286283703994
54.0,2,9.0,35.0,4,,,8.0,Санкт-Петербург,15246.0,14042.0,1.0,2.0,15.444751293772967
41.0,1,17.0,20.5,17,,,10.6,Санкт-Петербург,35720.0,16022.0,0.0,3.0,15.06541258071152
72.0,3,4.0,61.0,1,,,10.0,Санкт-Петербург,25633.0,4427.0,0.0,0.0,16.029264546541317
74.0,2,6.0,44.1,2,,,15.3,Санкт-Петербург,19721.0,2671.0,1.0,3.0,16.195056784687036
54.7,2,11.0,30.5,7,,,10.7,Санкт-Петербург,43479.0,11261.0,0.0,0.0,15.76127798254922
73.7,2,12.0,45.8,9,,,8.19,Санкт-Петербург,16285.0,6303.0,1.0,0.0,16.24031337217814
33.0,1,25.0,16.0,2,,,9.6,поселок Бугры,,,,,14.731801689838349
66.0,3,15.0,39.0,12,,,9.0,Санкт-Петербург,15432.0,14228.0,0.0,0.0,15.581952390148196
20.0,1,22.0,,18,,,,посёлок Мурино,,,,,14.375126917328105
45.7,2,5.0,29.1,2,,,6.3,Санкт-Петербург,32607.0,9684.0,1.0,1.0,15.039286283703994
44.0,2,9.0,26.2,2,,,8.2,посёлок Шушары,18596.0,31287.0,0.0,0.0,15.068273812173887
38.0,1,17.0,18.1,15,,,10.4,посёлок Бугры,,,,,14.914123179965662
47.0,2,14.0,24.0,10,,,9.0,Санкт-Петербург,21036.0,22748.0,0.0,1.0,15.434304763459886
45.0,2,5.0,27.0,1,,,7.0,Санкт-Петербург,15723.0,11880.0,1.0,1.0,15.226497775576945
73.9,3,5.0,47.8,3,,,9.0,поселок Запорожское,,,,,14.897316067298997
80.0,3,12.0,48.0,11,,,15.0,Санкт-Петербург,19826.0,21538.0,0.0,1.0,15.955576839107596
54.5,2,5.0,31.0,1,,,9.0,Сясьстрой,,,,,14.508658238524095
46.0,2,9.0,28.8,8,,,8.0,Санкт-Петербург,42315.0,9628.0,1.0,1.0,15.373655386537118
82.0,3,18.0,45.0,18,,,11.0,посёлок Парголово,61710.0,20866.0,0.0,0.0,15.414898336565054
31.2,1,5.0,17.8,1,,,5.4,Санкт-Петербург,31573.0,5048.0,2.0,2.0,15.096444681204078
45.4,2,5.0,29.9,5,,,6.6,Санкт-Петербург,23213.0,15827.0,0.0,0.0,15.009433329466965
49.5,2,7.0,30.0,2,,,7.4,Петергоф,45506.0,34085.0,1.0,0.0,15.18922639004183
75.0,3,16.0,44.0,15,,,10.88,деревня Новое Девяткино,,,,,15.422946668128484
67.0,3,9.0,41.9,5,,,7.4,Волхов,,,,,14.759416845976386
44.0,2,4.0,,2,,,,Волхов,,,,,14.151983508870947
62.0,3,9.0,39.0,4,,,8.3,Санкт-Петербург,30030.0,7791.0,0.0,1.0,16.077273760604726
30.0,1,6.0,14.3,3,,,9.0,посёлок Шушары,18349.0,29601.0,0.0,0.0,14.731801689838349
44.6,2,9.0,21.0,7,,,6.1,Кириши,,,,,14.285514812209815
142.1,3,6.0,50.2,4,,,39.0,Санкт-Петербург,23559.0,3101.0,2.0,1.0,16.642824239064897
42.0,2,5.0,29.9,3,,,5.0,Пушкин,14522.0,26676.0,0.0,0.0,15.118423581884207
70.0,3,12.0,42.0,10,,,10.0,Санкт-Петербург,14768.0,17561.0,0.0,0.0,15.76142084987672
57.2,2,18.0,31.7,18,,,13.5,Санкт-Петербург,15396.0,12984.0,0.0,1.0,15.656060350091908
43.4,2,5.0,28.7,1,,,5.3,село Павлово,,,,,14.77102238760702
47.3,2,7.0,29.6,2,,,8.6,Санкт-Петербург,27726.0,9632.0,0.0,2.0,15.607270193858982
41.3,2,2.0,25.3,2,,,5.6,поселок городского типа Рахья,,,,,14.669926311652166
36.65,2,18.0,11.15,3,,,15.69,посёлок Шушары,13478.0,19265.0,0.0,1.0,15.130577678252136
66.8,2,16.0,34.8,3,,,12.5,Санкт-Петербург,40588.0,12282.0,1.0,0.0,15.86963441986494
74.0,3,10.0,,4,,,,Санкт-Петербург,34711.0,12945.0,0.0,0.0,15.894952224644102
55.0,2,14.0,30.0,9,,,9.0,Санкт-Петербург,11020.0,13307.0,0.0,0.0,15.701822495763563
33.0,1,22.0,15.6,17,,,8.3,посёлок Мурино,,,,,15.068273812173887
50.0,2,9.0,,2,,,,Выборг,,,,,14.731801689838349
89.0,2,9.0,45.7,8,,,16.5,Санкт-Петербург,32106.0,5065.0,0.0,2.0,16.588099342704055
125.0,3,4.0,67.3,3,,,14.3,Ломоносов,49393.0,52818.0,2.0,3.0,15.670244982848228
78.0,2,24.0,45.0,11,,,14.0,Санкт-Петербург,31293.0,11886.0,0.0,0.0,15.955576839107596
55.0,2,4.0,41.3,4,,,7.4,Кировск,,,,,14.580978865220017
38.5,1,17.0,19.0,15,,,10.6,Санкт-Петербург,17101.0,17110.0,0.0,0.0,15.24318699672858
63.8,2,9.0,36.0,3,,,12.4,Ломоносов,46650.0,50075.0,0.0,1.0,15.53827733427679
72.0,3,5.0,48.0,4,,,8.0,Тосно,,,,,15.068273812173887
181.5,6,6.0,125.1,4,,,16.9,Санкт-Петербург,24376.0,4639.0,0.0,1.0,16.748143327831592
25.0,1,5.0,17.0,4,,,7.4,Санкт-Петербург,20277.0,6390.0,1.0,2.0,15.134596436770359
83.0,3,9.0,48.0,6,,,12.0,посёлок Шушары,19739.0,30142.0,0.0,0.0,15.53827733427679
29.0,1,7.0,17.0,4,,,7.0,Санкт-Петербург,9619.0,10953.0,1.0,1.0,15.150511887854474
150.3,3,12.0,109.0,10,,,28.0,Санкт-Петербург,30827.0,6473.0,1.0,1.0,16.929025911619092
60.0,1,16.0,24.0,14,,,15.0,Кудрово,,,,,15.3193659300949
46.0,1,10.0,18.2,5,,,10.7,Санкт-Петербург,48152.0,16785.0,0.0,0.0,15.598901945589025
63.0,3,9.0,43.0,6,,,6.3,Санкт-Петербург,12631.0,11158.0,1.0,1.0,15.373655386537118
31.0,1,9.0,15.6,7,,,8.0,Санкт-Петербург,,,,,15.039286283703994
48.0,2,27.0,28.0,9,,,10.0,Санкт-Петербург,33880.0,14979.0,0.0,0.0,15.607270193858982
55.9,3,9.0,38.0,3,,,7.5,Сестрорецк,58916.0,35845.0,0.0,1.0,15.404745967162468
122.3,4,6.0,83.7,3,,,10.8,Санкт-Петербург,24115.0,4248.0,1.0,1.0,16.325109901643454
90.0,3,14.0,51.5,11,,,15.0,Санкт-Петербург,15877.0,14673.0,0.0,1.0,16.249124001084017
45.9,2,9.0,29.5,3,,,8.0,Санкт-Петербург,47677.0,16136.0,0.0,0.0,15.163583966004193
83.1,3,14.0,50.0,6,,,12.0,Всеволожск,,,,,15.520076997341182
107.0,3,8.0,59.0,2,,,15.0,Выборг,,,,,15.789591722875162
58.0,2,20.0,29.0,13,,,12.0,Санкт-Петербург,15376.0,13485.0,0.0,1.0,15.588766725407043
39.0,1,10.0,17.0,1,,,10.0,городской посёлок Янино-1,,,,,14.827111833279051
29.2,1,5.0,12.2,3,,,6.3,Кириши,,,,,13.910821646859095
36.0,1,17.0,17.0,17,,,10.0,Санкт-Петербург,18849.0,17852.0,0.0,2.0,15.20155513789144
64.1,2,5.0,47.2,1,,,12.0,Пушкин,16003.0,28157.0,0.0,1.0,15.894952224644102
33.0,1,25.0,18.0,14,,,,посёлок Шушары,13931.0,19717.0,0.0,1.0,14.77102238760702
82.8,3,9.0,53.5,3,,,8.4,Санкт-Петербург,16285.0,6664.0,2.0,0.0,15.789591722875162
38.7,1,12.0,20.1,8,,,10.3,Санкт-Петербург,34298.0,14600.0,1.0,1.0,15.18922639004183
46.4,2,5.0,27.9,1,,,8.0,Санкт-Петербург,14273.0,8659.0,0.0,0.0,15.424948670398354
106.5,3,5.0,71.0,5,,,9.6,Санкт-Петербург,53724.0,16995.0,0.0,2.0,16.432906463791053
178.0,6,5.0,123.6,5,,,22.1,Санкт-Петербург,27046.0,5749.0,3.0,1.0,16.58120060144556
41.0,2,5.0,28.0,2,,,7.0,Санкт-Петербург,38999.0,8288.0,0.0,1.0,15.319588176962746
60.0,2,28.0,30.0,22,,,10.0,посёлок Парголово,53426.0,19603.0,0.0,0.0,15.59046307836746
110.4,3,,45.38,6,,,23.42,Санкт-Петербург,19095.0,4529.0,0.0,0.0,16.494424662139124
61.46,2,9.0,37.4,1,,,8.5,Отрадное,,,,,15.067988057145726
70.4,3,3.0,43.2,1,,,9.2,поселок Аннино,,,,,15.319588176962746
38.5,1,12.0,20.1,11,,,10.4,Санкт-Петербург,36576.0,11928.0,1.0,2.0,15.250595321348806
34.0,1,4.0,13.5,2,,,10.0,Сертолово,,,,,14.751604309291395
111.3,3,9.0,50.0,5,,,19.4,Санкт-Петербург,10997.0,11082.0,0.0,1.0,16.173814234295193
46.6,2,5.0,30.4,5,,,5.6,Санкт-Петербург,40179.0,12683.0,0.0,0.0,15.238619133170708
57.4,2,12.0,33.2,8,,,9.4,Санкт-Петербург,21176.0,15470.0,0.0,2.0,15.694975760283178
58.0,3,9.0,44.1,5,,,6.2,Санкт-Петербург,11645.0,12219.0,1.0,1.0,15.633587497847351
45.0,1,16.0,20.1,9,,,12.2,Санкт-Петербург,13839.0,15091.0,0.0,1.0,15.319588176962746
32.6,1,9.0,17.9,6,,,6.3,Санкт-Петербург,51634.0,16877.0,0.0,0.0,14.912455123421447
39.0,1,25.0,20.0,10,,,10.0,Санкт-Петербург,10722.0,14633.0,0.0,1.0,15.363073279446223
64.0,2,5.0,35.0,1,,,10.0,Санкт-Петербург,19350.0,4176.0,0.0,3.0,15.702580358511794
63.0,2,18.0,37.5,10,,,13.5,посёлок Мурино,,,,,15.38412668421143
54.0,3,3.0,36.0,2,,,10.0,Санкт-Петербург,22878.0,2419.0,0.0,0.0,15.717618233614914
45.0,2,5.0,30.2,1,,,7.2,село Русско-Высоцкое,,,,,14.897316067298997
201.5,7,2.0,,2,,,,посёлок Парголово,54990.0,20665.0,0.0,0.0,15.882373444019521
41.0,2,4.0,25.0,4,,,5.0,Санкт-Петербург,18508.0,10039.0,0.0,1.0,15.186691535081192
64.0,2,5.0,37.0,1,,,12.0,Пушкин,18450.0,30604.0,1.0,1.0,15.618869327780313
57.0,2,24.0,28.55,20,,,11.95,Санкт-Петербург,33295.0,12957.0,2.0,1.0,15.573368647930426
49.4,1,23.0,17.4,9,,,15.1,посёлок Парголово,61710.0,20866.0,0.0,0.0,15.123843647884687
38.6,1,16.0,20.1,15,,,10.0,Санкт-Петербург,33256.0,14420.0,1.0,2.0,15.330638010707329
44.8,2,7.0,28.5,5,,,5.8,Санкт-Петербург,19278.0,14903.0,2.0,2.0,15.150511887854474
61.0,2,12.0,27.4,9,,,11.5,Санкт-Петербург,39946.0,10720.0,1.0,3.0,15.931766193248746
198.9,5,20.0,109.0,16,,,23.0,Санкт-Петербург,10015.0,10263.0,2.0,0.0,17.216707972959764
60.0,2,14.0,34.6,2,,,9.2,Санкт-Петербург,34939.0,10841.0,0.0,3.0,15.913528607916424
75.6,3,9.0,45.8,5,,,9.6,Санкт-Петербург,12988.0,15579.0,0.0,2.0,15.76142084987672
49.2,2,,,9,,,,Санкт-Петербург,12148.0,11195.0,0.0,1.0,15.454507466814658
64.2,2,7.0,35.5,6,,,10.2,Всеволожск,,,,,15.319588176962746
44.0,2,5.0,31.0,3,,,5.0,посёлок Шушары,17486.0,31491.0,0.0,1.0,14.953343880298434
36.9,1,16.0,18.6,10,,,9.3,Санкт-Петербург,46161.0,16030.0,0.0,0.0,15.35452622069408
40.4,1,19.0,,12,,,,Санкт-Петербург,33831.0,14995.0,1.0,0.0,15.322251293791213
80.5,3,12.0,47.8,6,,,15.1,Санкт-Петербург,35702.0,10842.0,0.0,0.0,15.830413711839864
50.0,2,12.0,32.0,9,,,,Санкт-Петербург,31873.0,11640.0,1.0,0.0,15.377857072508109
33.5,1,6.0,17.0,3,,,9.5,посёлок Шушары,18363.0,24165.0,0.0,0.0,14.72376952136689
62.2,2,6.0,32.79,6,,,11.78,Сестрорецк,61872.0,42971.0,0.0,3.0,15.893701442898895
51.2,3,12.0,33.3,10,,,6.2,Санкт-Петербург,35851.0,9501.0,1.0,0.0,15.404745967162468
72.0,3,10.0,41.0,3,,,9.0,посёлок Тельмана,,,,,15.555099330456029
50.7,2,5.0,27.0,5,,,9.9,деревня Заневка,,,,,15.150511887854474
117.0,3,6.0,95.0,2,,,10.0,Санкт-Петербург,26786.0,4993.0,1.0,1.0,16.677711496036597
56.3,3,5.0,40.8,4,,,6.0,Луга,,,,,14.603968372873895
54.0,2,17.0,33.0,13,,,9.0,Санкт-Петербург,30010.0,14206.0,0.0,0.0,15.607270193858982
32.5,1,9.0,17.0,9,,,6.3,Красное Село,24675.0,28100.0,0.0,0.0,14.678400935052153
37.0,1,17.0,19.2,5,,,8.6,Санкт-Петербург,29808.0,8655.0,1.0,1.0,14.914123179965662
56.4,2,16.0,31.0,9,,,10.0,Санкт-Петербург,18867.0,22291.0,0.0,1.0,15.308414878861498
80.0,3,3.0,50.0,1,,,10.0,Санкт-Петербург,31752.0,8830.0,1.0,0.0,15.64006001130563
59.3,2,4.0,30.7,2,,,10.7,Санкт-Петербург,39631.0,18686.0,0.0,2.0,15.22381124390532
35.2,1,10.0,17.6,6,,,8.7,Санкт-Петербург,39093.0,14376.0,0.0,0.0,15.214227685996272
58.4,2,5.0,34.2,2,,,9.9,Санкт-Петербург,20342.0,15143.0,3.0,1.0,15.732433317205148
58.0,3,9.0,38.0,1,,,7.0,Колпино,25335.0,31121.0,1.0,0.0,15.11023799953124
116.7,4,22.0,68.48,19,,,,Санкт-Петербург,9222.0,11340.0,0.0,0.0,17.06507196749194
31.1,1,4.0,17.7,4,,,5.5,Пушкин,14456.0,26609.0,0.0,0.0,15.068273812173887
34.0,1,10.0,17.5,6,,,7.0,Санкт-Петербург,10596.0,13971.0,0.0,0.0,15.274125813221904
36.0,1,23.0,15.0,2,,,10.0,посёлок Парголово,52480.0,18657.0,0.0,0.0,15.171345969331382
60.3,2,9.0,31.4,6,,,9.6,посёлок Металлострой,25998.0,27710.0,0.0,0.0,15.238619133170708
36.0,1,20.0,14.5,5,,,8.5,Санкт-Петербург,42391.0,21704.0,0.0,1.0,14.99416586199818
40.1,1,24.0,,13,,,,посёлок Парголово,52611.0,18783.0,0.0,0.0,15.191754835755884
31.6,1,17.0,14.1,10,,,8.1,Кировск,,,,,14.603968372873895
31.0,1,9.0,15.2,6,,,8.3,Санкт-Петербург,42715.0,15218.0,2.0,0.0,14.910784279814974
44.8,2,3.0,26.0,1,,,7.0,посёлок Сосново,,,,,14.375126917328105
55.0,3,5.0,39.0,5,,,7.0,Санкт-Петербург,44425.0,16928.0,1.0,0.0,15.339390799901627
53.0,2,12.0,36.0,9,,,7.0,Санкт-Петербург,14892.0,10949.0,0.0,0.0,15.830413711839864
66.0,2,20.0,40.0,17,,,11.0,посёлок Мурино,,,,,15.473738825043979
49.0,1,10.0,19.0,9,,,14.0,село Русско-Высоцкое,,,,,15.068273812173887
51.3,2,9.0,,1,,,,Санкт-Петербург,13666.0,14745.0,1.0,0.0,15.424948670398354
59.0,2,19.0,30.0,9,,,12.0,посёлок Мурино,,,,,15.201805169084134
31.0,1,5.0,,1,,,,Приозерск,,,,,14.038654909278163
41.5,3,5.0,29.7,5,,,5.2,Санкт-Петербург,19344.0,12811.0,0.0,0.0,15.10198486004501
27.0,0,16.0,16.0,4,,,,Кудрово,,,,,14.77102238760702
43.4,1,3.0,20.0,3,,,12.0,Санкт-Петербург,20921.0,1238.0,1.0,3.0,15.520258832020865
31.0,1,5.0,18.0,2,,,5.5,посёлок Парголово,55619.0,21294.0,0.0,0.0,14.731801689838349
63.8,2,4.0,39.9,4,,,6.6,Санкт-Петербург,24202.0,4034.0,0.0,1.0,15.710127563007966
34.6,1,5.0,17.0,4,,,8.0,Отрадное,,,,,14.508158113732536
47.0,2,9.0,30.0,8,,,6.3,Санкт-Петербург,44855.0,17093.0,0.0,0.0,15.337209774430955
110.0,3,5.0,66.0,2,,,23.0,Санкт-Петербург,24148.0,4281.0,1.0,0.0,16.489659276356317
60.9,3,12.0,41.6,12,,,7.0,Санкт-Петербург,34558.0,11690.0,1.0,0.0,15.564710586686562
32.0,1,24.0,15.0,9,,,8.0,посёлок Мурино,,,,,14.80876270134486
38.3,1,12.0,19.1,10,,,8.3,Санкт-Петербург,16106.0,15255.0,1.0,0.0,15.444751293772967
75.0,2,6.0,63.0,1,,,12.0,Санкт-Петербург,21860.0,318.0,2.0,3.0,17.312018149733785
60.0,3,5.0,43.0,1,,,7.2,Санкт-Петербург,45116.0,18686.0,0.0,1.0,15.250595321348806
40.0,1,14.0,18.0,8,,,10.0,Колпино,25518.0,31305.0,1.0,0.0,14.978661680269907
32.9,1,9.0,18.0,8,,,6.5,Санкт-Петербург,30108.0,7480.0,0.0,1.0,15.11023799953124
65.4,2,11.0,30.61,2,,,13.69,Санкт-Петербург,44775.0,8491.0,1.0,0.0,15.876024217147117
44.1,2,9.0,27.3,6,,,6.7,Санкт-Петербург,29090.0,13378.0,0.0,0.0,15.308414878861498
90.0,3,5.0,58.7,5,,,9.0,Санкт-Петербург,23599.0,2408.0,3.0,1.0,16.454567959008102
30.0,1,9.0,16.0,4,,,7.5,Санкт-Петербург,21534.0,14752.0,1.0,2.0,15.009433329466965
46.9,2,5.0,27.8,4,,,9.5,Сертолово,,,,,14.80876270134486
47.1,2,4.0,31.0,2,,,6.0,Санкт-Петербург,21540.0,3659.0,0.0,3.0,15.20155513789144
127.0,3,3.0,83.8,1,,,11.4,Санкт-Петербург,24899.0,4785.0,0.0,1.0,16.705882371415992
41.4,1,25.0,,17,,,,Санкт-Петербург,13305.0,15896.0,0.0,2.0,15.520258832020865
33.0,1,9.0,18.0,9,,,6.5,Санкт-Петербург,51526.0,16769.0,0.0,1.0,15.039286283703994
40.3,1,5.0,17.4,4,,,8.5,деревня Пеники,,,,,14.580978865220017
65.0,3,9.0,43.0,3,,,7.0,Санкт-Петербург,47925.0,16049.0,0.0,0.0,15.373655386537118
70.5,3,9.0,44.9,9,,,10.5,Красное Село,25594.0,29018.0,0.0,0.0,15.424948670398354
70.0,2,16.0,33.6,4,,,20.0,Санкт-Петербург,46411.0,15247.0,1.0,0.0,16.082468576942105
55.7,3,5.0,,5,,,,Сестрорецк,58852.0,35781.0,0.0,2.0,15.404745967162468
30.0,1,4.0,16.5,1,,,5.5,Пушкин,14758.0,26911.0,1.0,0.0,14.946912992035967
46.0,1,17.0,20.0,4,,,13.0,Санкт-Петербург,39474.0,12650.0,1.0,0.0,16.001561947061912
52.0,2,10.0,26.2,6,,,8.3,Санкт-Петербург,13590.0,13902.0,1.0,1.0,15.444751293772967
48.5,1,9.0,22.0,6,,,10.0,Сертолово,,,,,14.930652476452392
64.0,3,12.0,42.3,6,,,7.0,Санкт-Петербург,31520.0,12113.0,0.0,0.0,15.46416937585933
49.0,2,5.0,32.0,5,,,5.5,Санкт-Петербург,9527.0,11593.0,0.0,0.0,15.444751293772967
45.0,2,5.0,28.0,4,,,6.0,Санкт-Петербург,10792.0,12234.0,1.0,1.0,15.238619133170708
57.0,2,8.0,,2,,,12.0,Санкт-Петербург,27039.0,5741.0,3.0,1.0,15.894952224644102
42.0,1,10.0,18.0,2,,,8.5,Санкт-Петербург,19516.0,22941.0,0.0,2.0,14.978661680269907
55.0,2,12.0,33.0,9,,,10.0,Санкт-Петербург,32394.0,12456.0,0.0,0.0,15.605602137036527
54.0,3,4.0,35.0,4,,,6.0,городской посёлок Павлово,,,,,14.819812533461441
156.6,4,13.0,76.0,6,,,33.0,Санкт-Петербург,29990.0,4870.0,1.0,1.0,16.636889503897294
46.0,2,9.0,31.0,9,,,6.0,Санкт-Петербург,17961.0,16963.0,1.0,1.0,15.424948670398354
41.5,3,5.0,30.2,2,,,5.2,Санкт-Петербург,11805.0,12349.0,0.0,0.0,15.201805169084134
51.0,2,9.0,31.6,5,,,6.0,Санкт-Петербург,42427.0,14931.0,0.0,0.0,15.35237799261728
36.06,1,15.0,16.1,3,,,9.8,Кудрово,,,,,14.786289853910306
59.0,2,9.0,41.0,6,,,9.0,Колпино,26496.0,32282.0,0.0,0.0,15.168765323403864
54.0,2,1.0,33.0,1,,,3.5,Высоцк,,,,,14.285514812209815
25.0,0,22.0,17.0,19,,,,деревня Кудрово,,,,,14.731801689838349
61.1,4,5.0,46.2,3,,,5.9,Лодейное Поле,,,,,14.914123179965662
33.5,1,9.0,20.8,3,,,9.0,Колпино,25646.0,31432.0,1.0,1.0,14.88022163978423
64.1,2,10.0,37.6,6,,,9.9,Санкт-Петербург,23639.0,5164.0,0.0,1.0,15.775998785729174
29.6,1,5.0,17.2,3,,,5.0,поселок Молодцово,,,,,14.077875591662238
62.0,2,25.0,30.5,2,,,10.5,Санкт-Петербург,11405.0,13222.0,0.0,1.0,15.843658936835498
109.0,3,25.0,49.9,24,,,18.9,Санкт-Петербург,52212.0,16802.0,0.0,1.0,16.315305902347827
79.0,2,23.0,41.9,9,,,18.0,Санкт-Петербург,40584.0,12398.0,3.0,0.0,16.14376349517278
48.0,2,9.0,30.4,2,,,8.4,Санкт-Петербург,17240.0,17148.0,0.0,1.0,15.206792709351392
45.2,2,9.0,26.6,1,,,6.4,Сертолово,,,,,14.930652476452392
52.1,2,5.0,30.0,2,,,9.6,посёлок Шушары,18108.0,30800.0,0.0,0.0,15.26242977619469
36.0,1,27.0,15.5,26,,,9.3,посёлок Мурино,,,,,14.711598990684092
81.1,2,6.0,33.0,2,,,25.0,Санкт-Петербург,25885.0,4733.0,0.0,1.0,16.166885910365842
113.9,4,8.0,70.4,3,,,12.0,Санкт-Петербург,17674.0,16470.0,1.0,2.0,16.0116235176825
138.2,4,16.0,70.6,10,,,10.6,Санкт-Петербург,37284.0,12805.0,1.0,0.0,17.034386422832473
70.0,2,18.0,33.0,10,,,10.0,Санкт-Петербург,34234.0,11703.0,0.0,0.0,15.967272877502799
40.0,1,19.0,19.3,6,,,12.4,Санкт-Петербург,42813.0,12689.0,1.0,0.0,15.554220981849422
75.1,2,10.0,40.4,9,,,14.0,Санкт-Петербург,23639.0,5164.0,0.0,1.0,15.854910269466497
86.0,3,5.0,42.4,5,,,25.2,Санкт-Петербург,31337.0,3106.0,0.0,0.0,15.893701442898895
42.0,2,1.0,23.0,1,,,5.8,городской посёлок Будогощь,,,,,13.017005083966255
60.0,3,9.0,45.0,1,,,8.0,Колпино,26232.0,32018.0,0.0,0.0,15.18922639004183
35.09,1,27.0,,22,,,,Санкт-Петербург,22415.0,24127.0,0.0,2.0,14.77454310432445
50.0,2,5.0,28.9,3,,,9.1,Санкт-Петербург,22435.0,3084.0,2.0,1.0,15.946120504983348
55.0,3,5.0,39.0,3,,,7.0,Санкт-Петербург,26282.0,14009.0,0.0,0.0,15.274125813221904
48.1,2,9.0,31.7,5,,,8.2,Санкт-Петербург,12666.0,11888.0,1.0,0.0,15.319588176962746
71.5,3,4.0,42.0,1,,,9.9,Пушкин,19211.0,34065.0,1.0,2.0,15.768538316632412
39.0,1,17.0,18.0,10,,,10.0,Санкт-Петербург,14741.0,12665.0,0.0,0.0,15.26242977619469
46.1,1,10.0,19.0,10,,,13.3,деревня Новое Девяткино,,,,,14.99416586199818
52.7,2,5.0,32.9,5,,,8.1,Санкт-Петербург,36656.0,9393.0,2.0,0.0,15.341567078850604
116.0,4,5.0,56.0,3,,,22.0,Санкт-Петербург,25187.0,3889.0,1.0,1.0,16.733281344102608
36.0,1,12.0,21.0,12,,,7.7,Санкт-Петербург,44176.0,10813.0,2.0,1.0,15.18922639004183
38.0,1,11.0,18.5,4,,,10.5,деревня Кудрово,,,,,15.039286283703994
